Gene name,GO domain,GO term accession
PAX6,biological_process,GO:0010628
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005737
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0000122
PAX6,biological_process,GO:0030154
PAX6,molecular_function,GO:0005515
PAX6,biological_process,GO:0045893
PAX6,molecular_function,GO:0003676
PAX6,molecular_function,GO:0000978
PAX6,molecular_function,GO:0000981
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0000976
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0000785
PAX6,molecular_function,GO:1990837
PAX6,molecular_function,GO:0000978
PAX6,molecular_function,GO:0001228
PAX6,biological_process,GO:0007601
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0045944
PAX6,biological_process,GO:0045944
PAX6,biological_process,GO:0048856
PAX6,biological_process,GO:0045893
PAX6,biological_process,GO:0007417
PAX6,molecular_function,GO:0070412
PAX6,cellular_component,GO:0000785
PAX6,molecular_function,GO:0000981
PAX6,molecular_function,GO:0003700
PAX6,biological_process,GO:0009887
PAX6,molecular_function,GO:0019901
PAX6,biological_process,GO:1902895
PAX6,biological_process,GO:0001654
PAX6,biological_process,GO:0009611
PAX6,biological_process,GO:0007399
PAX6,molecular_function,GO:0001221
PAX6,biological_process,GO:0021517
PAX6,molecular_function,GO:0035035
PAX6,biological_process,GO:0048663
PAX6,biological_process,GO:0001568
PAX6,biological_process,GO:0003322
PAX6,biological_process,GO:0042593
PAX6,biological_process,GO:0050768
PAX6,biological_process,GO:0061072
PAX6,biological_process,GO:0061303
PAX6,biological_process,GO:1904798
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0016020
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,biological_process,GO:0010628
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005737
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0000122
PAX6,biological_process,GO:0030154
PAX6,molecular_function,GO:0005515
PAX6,biological_process,GO:0045893
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,molecular_function,GO:0000978
PAX6,molecular_function,GO:0000981
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0000976
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0000785
PAX6,molecular_function,GO:1990837
PAX6,molecular_function,GO:0000978
PAX6,molecular_function,GO:0001228
PAX6,biological_process,GO:0007601
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0045944
PAX6,biological_process,GO:0045944
PAX6,biological_process,GO:0048856
PAX6,biological_process,GO:0045893
PAX6,biological_process,GO:0007417
PAX6,molecular_function,GO:0070412
PAX6,cellular_component,GO:0000785
PAX6,molecular_function,GO:0000981
PAX6,molecular_function,GO:0003700
PAX6,biological_process,GO:0009887
PAX6,molecular_function,GO:0019901
PAX6,biological_process,GO:1902895
PAX6,biological_process,GO:0001654
PAX6,biological_process,GO:0009611
PAX6,biological_process,GO:0007399
PAX6,molecular_function,GO:0001221
PAX6,biological_process,GO:0021517
PAX6,molecular_function,GO:0035035
PAX6,biological_process,GO:0048663
PAX6,biological_process,GO:0001568
PAX6,biological_process,GO:0003322
PAX6,biological_process,GO:0042593
PAX6,biological_process,GO:0050768
PAX6,biological_process,GO:0061072
PAX6,biological_process,GO:0061303
PAX6,biological_process,GO:1904798
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,biological_process,GO:0010628
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005737
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0000122
PAX6,biological_process,GO:0030154
PAX6,molecular_function,GO:0005515
PAX6,biological_process,GO:0045893
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,molecular_function,GO:0000978
PAX6,molecular_function,GO:0000981
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0000976
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0000785
PAX6,molecular_function,GO:1990837
PAX6,molecular_function,GO:0000978
PAX6,molecular_function,GO:0001228
PAX6,biological_process,GO:0007601
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0045944
PAX6,biological_process,GO:0045944
PAX6,biological_process,GO:0048856
PAX6,biological_process,GO:0045893
PAX6,biological_process,GO:0007417
PAX6,molecular_function,GO:0070412
PAX6,cellular_component,GO:0000785
PAX6,molecular_function,GO:0000981
PAX6,molecular_function,GO:0003700
PAX6,biological_process,GO:0009887
PAX6,molecular_function,GO:0019901
PAX6,biological_process,GO:1902895
PAX6,biological_process,GO:0001654
PAX6,biological_process,GO:0009611
PAX6,biological_process,GO:0007399
PAX6,molecular_function,GO:0001221
PAX6,biological_process,GO:0021517
PAX6,molecular_function,GO:0035035
PAX6,biological_process,GO:0048663
PAX6,biological_process,GO:0001568
PAX6,biological_process,GO:0003322
PAX6,biological_process,GO:0042593
PAX6,biological_process,GO:0050768
PAX6,biological_process,GO:0061072
PAX6,biological_process,GO:0061303
PAX6,biological_process,GO:1904798
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,,
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0003677
PAX6,molecular_function,GO:0003676
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,cellular_component,GO:0005654
PAX6,cellular_component,GO:0005829
PAX6,biological_process,GO:0006357
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,,
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0000981
PAX6,cellular_component,GO:0005634
PAX6,biological_process,GO:0006357
PAX6,molecular_function,GO:0003676
PAX6,biological_process,GO:0048856
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0003676
PAX6,,
PAX6,,
PAX6,,
PAX6,molecular_function,GO:0003677
PAX6,biological_process,GO:0006355
PAX6,molecular_function,GO:0003676
PAX6,,
PAX6,,
PAX6,,
PAX6,,
PAX6,,
PAX6,,
PAX6,,
PAX6,,
PAX9,,
PAX9,molecular_function,GO:0003677
PAX9,biological_process,GO:0006355
PAX9,cellular_component,GO:0005634
PAX9,cellular_component,GO:0005654
PAX9,cellular_component,GO:0005730
PAX9,molecular_function,GO:0005515
PAX9,molecular_function,GO:0003676
PAX9,molecular_function,GO:0000978
PAX9,molecular_function,GO:0000981
PAX9,biological_process,GO:0006357
PAX9,molecular_function,GO:0000981
PAX9,cellular_component,GO:0000785
PAX9,molecular_function,GO:1990837
PAX9,biological_process,GO:0045892
PAX9,biological_process,GO:0048856
PAX9,molecular_function,GO:0003677
PAX9,biological_process,GO:0006355
PAX9,cellular_component,GO:0005634
PAX9,molecular_function,GO:0003676
PAX9,molecular_function,GO:0003677
PAX9,biological_process,GO:0006355
PAX9,cellular_component,GO:0005634
PAX9,cellular_component,GO:0005654
PAX9,cellular_component,GO:0005730
PAX9,molecular_function,GO:0005515
PAX9,molecular_function,GO:0003676
PAX9,molecular_function,GO:0000978
PAX9,molecular_function,GO:0000981
PAX9,biological_process,GO:0006357
PAX9,molecular_function,GO:0000981
PAX9,cellular_component,GO:0000785
PAX9,molecular_function,GO:1990837
PAX9,biological_process,GO:0045892
PAX9,biological_process,GO:0048856
PAX9,molecular_function,GO:0000977
PAX9,molecular_function,GO:0001228
PAX9,biological_process,GO:0007492
PAX9,biological_process,GO:0042476
PAX9,biological_process,GO:0042481
PAX9,biological_process,GO:0045944
PAX9,biological_process,GO:0060325
PAX9,biological_process,GO:0071363
PAX9,,
PAX9,,
PBX1,,
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0005634
PBX1,cellular_component,GO:0005737
PBX1,cellular_component,GO:0005654
PBX1,molecular_function,GO:0003677
PBX1,molecular_function,GO:1990837
PBX1,biological_process,GO:0030154
PBX1,biological_process,GO:0006694
PBX1,molecular_function,GO:0005515
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0045944
PBX1,molecular_function,GO:0000978
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,molecular_function,GO:0000976
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0000785
PBX1,cellular_component,GO:0005654
PBX1,molecular_function,GO:0000977
PBX1,molecular_function,GO:0000978
PBX1,molecular_function,GO:0001228
PBX1,molecular_function,GO:0043565
PBX1,molecular_function,GO:0140297
PBX1,biological_process,GO:0000086
PBX1,biological_process,GO:0001655
PBX1,biological_process,GO:0001658
PBX1,biological_process,GO:0001779
PBX1,biological_process,GO:0008283
PBX1,biological_process,GO:0009887
PBX1,biological_process,GO:0009952
PBX1,biological_process,GO:0009954
PBX1,biological_process,GO:0010971
PBX1,biological_process,GO:0030278
PBX1,biological_process,GO:0030325
PBX1,biological_process,GO:0030326
PBX1,biological_process,GO:0035162
PBX1,biological_process,GO:0042127
PBX1,biological_process,GO:0045665
PBX1,biological_process,GO:0045944
PBX1,biological_process,GO:0048536
PBX1,biological_process,GO:0048538
PBX1,biological_process,GO:0048568
PBX1,biological_process,GO:0048706
PBX1,biological_process,GO:0072089
PBX1,biological_process,GO:2000648
PBX1,cellular_component,GO:0005737
PBX1,cellular_component,GO:0005667
PBX1,biological_process,GO:0007548
PBX1,biological_process,GO:0043433
PBX1,biological_process,GO:0001779
PBX1,biological_process,GO:0001654
PBX1,biological_process,GO:0007420
PBX1,biological_process,GO:0009887
PBX1,molecular_function,GO:0001221
PBX1,molecular_function,GO:0000977
PBX1,molecular_function,GO:0003700
PBX1,cellular_component,GO:0090575
PBX1,molecular_function,GO:0001222
PBX1,molecular_function,GO:0140297
PBX1,biological_process,GO:0048666
PBX1,biological_process,GO:0048568
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0003712
PBX1,cellular_component,GO:0005654
PBX1,molecular_function,GO:0003677
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0005634
PBX1,cellular_component,GO:0005737
PBX1,cellular_component,GO:0005654
PBX1,molecular_function,GO:0003677
PBX1,molecular_function,GO:1990837
PBX1,biological_process,GO:0030154
PBX1,biological_process,GO:0006694
PBX1,molecular_function,GO:0005515
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0045944
PBX1,molecular_function,GO:0000978
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,molecular_function,GO:0000976
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0000785
PBX1,cellular_component,GO:0005654
PBX1,biological_process,GO:0007548
PBX1,biological_process,GO:0001779
PBX1,biological_process,GO:0001654
PBX1,biological_process,GO:0007420
PBX1,biological_process,GO:0009887
PBX1,molecular_function,GO:0001221
PBX1,molecular_function,GO:0000977
PBX1,molecular_function,GO:0003700
PBX1,cellular_component,GO:0090575
PBX1,molecular_function,GO:0001222
PBX1,biological_process,GO:0048666
PBX1,biological_process,GO:0048568
PBX1,,
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0005634
PBX1,cellular_component,GO:0005737
PBX1,cellular_component,GO:0005654
PBX1,molecular_function,GO:0003677
PBX1,molecular_function,GO:1990837
PBX1,biological_process,GO:0030154
PBX1,biological_process,GO:0006694
PBX1,molecular_function,GO:0005515
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,biological_process,GO:0045944
PBX1,molecular_function,GO:0000978
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,molecular_function,GO:0000976
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0000785
PBX1,cellular_component,GO:0005654
PBX1,biological_process,GO:0007548
PBX1,biological_process,GO:0001779
PBX1,biological_process,GO:0001654
PBX1,biological_process,GO:0007420
PBX1,biological_process,GO:0009887
PBX1,molecular_function,GO:0001221
PBX1,molecular_function,GO:0000977
PBX1,molecular_function,GO:0003700
PBX1,cellular_component,GO:0090575
PBX1,molecular_function,GO:0001222
PBX1,biological_process,GO:0048666
PBX1,biological_process,GO:0048568
PBX1,molecular_function,GO:0003677
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,cellular_component,GO:0005654
PBX1,biological_process,GO:0006355
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0005634
PBX1,cellular_component,GO:0005737
PBX1,cellular_component,GO:0005654
PBX1,molecular_function,GO:0003677
PBX1,molecular_function,GO:1990837
PBX1,biological_process,GO:0030154
PBX1,biological_process,GO:0006694
PBX1,molecular_function,GO:0005515
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,biological_process,GO:0045944
PBX1,molecular_function,GO:0000978
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,molecular_function,GO:0000976
PBX1,molecular_function,GO:0000981
PBX1,cellular_component,GO:0000785
PBX1,cellular_component,GO:0005654
PBX1,biological_process,GO:0007548
PBX1,biological_process,GO:0001779
PBX1,biological_process,GO:0001654
PBX1,biological_process,GO:0007420
PBX1,biological_process,GO:0009887
PBX1,molecular_function,GO:0001221
PBX1,molecular_function,GO:0000977
PBX1,molecular_function,GO:0003700
PBX1,cellular_component,GO:0090575
PBX1,molecular_function,GO:0001222
PBX1,biological_process,GO:0048666
PBX1,biological_process,GO:0048568
PBX1,,
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,,
PBX1,,
PBX1,,
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,,
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,,
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,molecular_function,GO:0003677
PBX1,biological_process,GO:0006355
PBX1,cellular_component,GO:0005634
PBX1,molecular_function,GO:0003700
PBX1,molecular_function,GO:0000981
PBX1,biological_process,GO:0006357
PBX1,,
PCDH17,cellular_component,GO:0016020
PCDH17,cellular_component,GO:0005886
PCDH17,molecular_function,GO:0005509
PCDH17,biological_process,GO:0007155
PCDH17,biological_process,GO:0007156
PCDH17,molecular_function,GO:0005515
PCDH17,biological_process,GO:0007155
PCDH17,cellular_component,GO:0016020
PCDH17,cellular_component,GO:0005886
PCDH17,molecular_function,GO:0005509
PCDH17,biological_process,GO:0007156
PCDH17,biological_process,GO:0007155
PCDH17,molecular_function,GO:0005515
PCDH17,biological_process,GO:0007155
PCDH17,biological_process,GO:0030534
PCDH17,biological_process,GO:0050805
PCDH17,biological_process,GO:0099560
PCDH17,biological_process,GO:1904071
PCDH17,biological_process,GO:2000807
PCDH17,cellular_component,GO:0042734
PCDH17,cellular_component,GO:0045211
PCDH17,cellular_component,GO:0098978
PCDH17,cellular_component,GO:0098982
PCDH17,cellular_component,GO:0016020
PCDH17,molecular_function,GO:0005509
PCDH17,biological_process,GO:0007156
PCDH17,,
PCDH8,cellular_component,GO:0016020
PCDH8,cellular_component,GO:0005886
PCDH8,molecular_function,GO:0005509
PCDH8,biological_process,GO:0007156
PCDH8,biological_process,GO:0007155
PCDH8,cellular_component,GO:0042995
PCDH8,cellular_component,GO:0030425
PCDH8,cellular_component,GO:0045202
PCDH8,cellular_component,GO:0045211
PCDH8,cellular_component,GO:0042734
PCDH8,biological_process,GO:0007155
PCDH8,cellular_component,GO:0005886
PCDH8,biological_process,GO:0007267
PCDH8,biological_process,GO:0001756
PCDH8,biological_process,GO:0007268
PCDH8,biological_process,GO:0016331
PCDH8,biological_process,GO:0050804
PCDH8,biological_process,GO:0099179
PCDH8,cellular_component,GO:0098685
PCDH8,cellular_component,GO:0098978
PCDH8,cellular_component,GO:0016020
PCDH8,cellular_component,GO:0005886
PCDH8,molecular_function,GO:0005509
PCDH8,biological_process,GO:0007156
PCDH8,biological_process,GO:0007155
PCDH8,cellular_component,GO:0042995
PCDH8,cellular_component,GO:0030425
PCDH8,cellular_component,GO:0045202
PCDH8,cellular_component,GO:0045211
PCDH8,cellular_component,GO:0042734
PCDH8,biological_process,GO:0007155
PCDH8,cellular_component,GO:0005886
PCDH8,biological_process,GO:0007267
PCDH8,,
PDE4B,biological_process,GO:0007165
PDE4B,molecular_function,GO:0004114
PDE4B,molecular_function,GO:0008081
PDE4B,cellular_component,GO:0005737
PDE4B,cellular_component,GO:0016020
PDE4B,molecular_function,GO:0046872
PDE4B,cellular_component,GO:0005886
PDE4B,molecular_function,GO:0016787
PDE4B,cellular_component,GO:0005634
PDE4B,molecular_function,GO:0004115
PDE4B,biological_process,GO:0006198
PDE4B,molecular_function,GO:0044325
PDE4B,cellular_component,GO:0005829
PDE4B,cellular_component,GO:0005829
PDE4B,biological_process,GO:0007165
PDE4B,molecular_function,GO:0044325
PDE4B,biological_process,GO:0032729
PDE4B,biological_process,GO:0071222
PDE4B,molecular_function,GO:0004115
PDE4B,cellular_component,GO:0048471
