train_model,test_model,features,AUC,accuracy (5-fold-Cross-Validation),accuracy,precision,recall,f1_score,MCC,J-index,incorrect predictions count
LR,SVM,29,0.89009901,0.945531154,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,29,0.79009901,0.931971399,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,29,0.845049505,0.900280899,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,RF,29,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,29,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,30,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,30,0.79009901,0.931971399,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,30,0.845049505,0.907048008,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,RF,30,0.99009901,0.950102145,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,30,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,31,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,31,0.79009901,0.93421859,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,31,0.84009901,0.911618999,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,31,0.945049505,0.961440245,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,31,0.9,0.952400409,0.981981982,0.980582524,1,0.990196078,0.885700863,0.981981982,2
LR,SVM,32,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,32,0.79009901,0.93421859,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,32,0.845049505,0.907073544,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,RF,32,0.99009901,0.956894791,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,32,0.895049505,0.952400409,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,33,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,33,0.74009901,0.93421859,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
LR,DT,33,0.845049505,0.911695608,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,RF,33,0.945049505,0.947829418,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,33,0.895049505,0.954673136,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,34,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,34,0.74009901,0.93421859,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
LR,DT,34,0.84009901,0.916164454,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,34,0.99009901,0.952374872,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,34,0.895049505,0.95921859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,35,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,35,0.79009901,0.93421859,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,35,0.74009901,0.893437181,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
LR,RF,35,0.99009901,0.95921859,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,35,0.9,0.961465781,0.981981982,0.980582524,1,0.990196078,0.885700863,0.981981982,2
LR,SVM,36,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,36,0.79009901,0.93421859,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,36,0.745049505,0.918437181,0.945945946,0.952380952,0.99009901,0.970873786,0.620546367,0.926143966,6
LR,RF,36,0.94009901,0.9546476,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,36,0.9,0.959193054,0.981981982,0.980582524,1,0.990196078,0.885700863,0.981981982,2
LR,SVM,37,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,37,0.795049505,0.938764045,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,37,0.84009901,0.902553626,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,37,0.945049505,0.954673136,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,37,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,38,0.94009901,0.947778345,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,38,0.745049505,0.936491318,0.945945946,0.952380952,0.99009901,0.970873786,0.620546367,0.926143966,6
LR,DT,38,0.835148515,0.902553626,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,38,0.995049505,0.954673136,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,38,0.895049505,0.95921859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,39,0.94009901,0.947778345,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,39,0.795049505,0.938764045,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,39,0.835148515,0.913891726,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,39,0.945049505,0.952400409,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,39,0.895049505,0.961491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,40,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,40,0.795049505,0.938764045,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,40,0.885148515,0.907099081,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
LR,RF,40,0.945049505,0.947854954,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,40,0.895049505,0.956945863,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,41,0.94009901,0.950051073,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,41,0.795049505,0.938764045,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,41,0.84009901,0.904826353,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,41,0.94009901,0.956920327,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,41,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,42,0.94009901,0.947778345,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,42,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,42,0.84009901,0.911644535,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,42,0.99009901,0.956920327,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,42,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,43,0.94009901,0.943283963,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,43,0.79009901,0.936491318,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,43,0.79009901,0.909397344,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,43,0.99009901,0.952374872,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,43,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,44,0.94009901,0.947803882,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,44,0.79009901,0.93421859,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,DT,44,0.79009901,0.904826353,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,44,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,44,0.995049505,0.959193054,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,SVM,45,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,45,0.795049505,0.93421859,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,45,0.84009901,0.913917263,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,45,0.99009901,0.954622063,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,45,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,46,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,46,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,46,0.835148515,0.90252809,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,46,0.945049505,0.950127681,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,46,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,47,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,47,0.795049505,0.93421859,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,47,0.785148515,0.904826353,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
LR,RF,47,0.995049505,0.950102145,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,47,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,48,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,48,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,48,0.79009901,0.898008172,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,48,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,48,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,49,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,49,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,49,0.84009901,0.907124617,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,49,0.945049505,0.947854954,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,49,0.845049505,0.959193054,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,50,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,50,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,50,0.84009901,0.898033708,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,50,0.94009901,0.943309499,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,50,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,51,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,51,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,51,0.835148515,0.911618999,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,51,0.995049505,0.956920327,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,51,0.895049505,0.961465781,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,52,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,52,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,52,0.835148515,0.911618999,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,52,0.995049505,0.950102145,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,52,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,53,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,53,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,53,0.785148515,0.920684372,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
LR,RF,53,0.945049505,0.952400409,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,53,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,54,0.94009901,0.950076609,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,54,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,54,0.83019802,0.909346272,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
LR,RF,54,0.99009901,0.9546476,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,54,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,55,0.94009901,0.950076609,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,55,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,55,0.835148515,0.902553626,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,55,0.94009901,0.959167518,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,55,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,56,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,56,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,56,0.74009901,0.902579162,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
LR,RF,56,0.945049505,0.950127681,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,56,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,57,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,57,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,57,0.835148515,0.916138917,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,57,0.995049505,0.959193054,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,57,0.945049505,0.952374872,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,58,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,58,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,58,0.835148515,0.909320735,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,58,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,58,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,59,0.94009901,0.952349336,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,LR,59,0.795049505,0.936491318,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,59,0.835148515,0.920760981,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,59,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,59,0.945049505,0.952374872,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,60,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,60,0.795049505,0.93421859,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,DT,60,0.895049505,0.911593463,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,RF,60,0.99009901,0.9659857,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,60,0.895049505,0.947829418,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,61,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,61,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,61,0.835148515,0.909371808,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,61,0.94009901,0.950076609,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,61,0.895049505,0.950102145,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,62,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,62,0.84009901,0.936491318,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,DT,62,0.84009901,0.918411645,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,62,0.94009901,0.959193054,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,62,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,63,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,63,0.845049505,0.93421859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,63,0.895049505,0.904775281,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,RF,63,0.94009901,0.950102145,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,63,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,64,0.89009901,0.954622063,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,64,0.845049505,0.93421859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,64,0.79009901,0.900229826,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,64,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,64,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,65,0.89009901,0.954622063,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,65,0.845049505,0.93421859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,65,0.895049505,0.909346272,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,RF,65,0.94009901,0.954622063,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,65,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,66,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,66,0.845049505,0.93421859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,66,0.835148515,0.913789581,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,66,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,66,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,67,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,67,0.845049505,0.93421859,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,67,0.79009901,0.916138917,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,67,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,67,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,68,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,68,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,68,0.795049505,0.916113381,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,RF,68,0.99009901,0.956920327,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,68,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,69,0.89009901,0.952349336,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,69,0.84009901,0.936491318,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,DT,69,0.795049505,0.916113381,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,RF,69,0.99009901,0.956920327,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,69,0.945049505,0.9546476,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,70,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,70,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,70,0.84009901,0.916087845,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,70,0.945049505,0.959167518,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,70,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,71,0.89009901,0.950076609,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,LR,71,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,71,0.795049505,0.90252809,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,RF,71,0.945049505,0.947829418,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,71,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,72,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,72,0.845049505,0.938764045,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,72,0.835148515,0.91154239,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,72,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,72,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,73,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,73,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,73,0.84009901,0.911618999,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,73,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,73,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,74,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,74,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,74,0.795049505,0.918411645,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,RF,74,0.99009901,0.959193054,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,74,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,75,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,75,0.845049505,0.936491318,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,DT,75,0.79009901,0.918360572,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,75,0.94009901,0.954622063,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,75,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,76,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,76,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,76,0.79009901,0.904775281,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,76,0.99009901,0.961440245,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,76,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,77,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,77,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
