train_model,test_model,features,AUC,accuracy (5-fold-Cross-Validation),accuracy,precision,recall,f1_score,MCC,J-index,incorrect predictions count
LR,DT,77,0.765346535,0.911618999,0.900900901,0.959183673,0.930693069,0.944723618,0.472519123,0.76228704,11
LR,RF,77,0.945049505,0.959193054,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,77,0.845049505,0.959193054,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,78,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,78,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,78,0.775247525,0.907073544,0.918918919,0.96,0.95049505,0.955223881,0.527494289,0.819909018,9
LR,RF,78,0.99009901,0.959167518,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,78,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,79,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,79,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,79,0.84009901,0.911618999,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,79,0.995049505,0.952374872,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,79,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,80,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,80,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,80,0.84009901,0.895735444,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,80,0.995049505,0.9546476,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,80,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,81,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,81,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,81,0.825247525,0.897957099,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
LR,RF,81,0.995049505,0.956920327,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,81,0.945049505,0.956920327,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,SVM,82,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,82,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,82,0.785148515,0.909320735,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
LR,RF,82,0.995049505,0.947803882,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,82,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,83,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,83,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,83,0.785148515,0.918360572,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
LR,RF,83,0.995049505,0.956920327,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,83,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,84,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,84,0.89009901,0.936491318,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,DT,84,0.78019802,0.918386108,0.927927928,0.96039604,0.96039604,0.96039604,0.56039604,0.848720007,8
LR,RF,84,0.945049505,0.952400409,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,84,0.845049505,0.956920327,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,85,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,85,0.895049505,0.938764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,85,0.79009901,0.90252809,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
LR,RF,85,0.99009901,0.956920327,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,85,0.845049505,0.959193054,0.963963964,0.970873786,0.99009901,0.980392157,0.764026611,0.944161984,4
LR,SVM,86,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,86,0.895049505,0.938764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,86,0.77029703,0.916087845,0.90990991,0.95959596,0.940594059,0.95,0.498452451,0.791098029,10
LR,RF,86,0.99009901,0.952374872,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,86,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,87,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,87,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,87,0.785148515,0.913815117,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
LR,RF,87,0.94009901,0.956920327,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,87,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,88,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,88,0.895049505,0.938764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,88,0.78019802,0.911516854,0.927927928,0.96039604,0.96039604,0.96039604,0.56039604,0.848720007,8
LR,RF,88,0.99009901,0.956894791,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,88,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,89,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,89,0.895049505,0.938764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,89,0.825247525,0.900178754,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
LR,RF,89,0.94009901,0.956920327,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
LR,XGB,89,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,90,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,90,0.895049505,0.938764045,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,90,0.84009901,0.91154239,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
LR,RF,90,0.995049505,0.954673136,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,90,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,91,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,91,0.895049505,0.93421859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,91,0.83019802,0.902502554,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
LR,RF,91,0.99009901,0.952374872,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,91,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,92,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,92,0.895049505,0.936491318,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,92,0.88019802,0.913917263,0.945945946,0.97979798,0.96039604,0.97,0.70111993,0.866738025,6
LR,RF,92,0.99009901,0.950102145,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,92,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,93,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,93,0.895049505,0.93421859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,93,0.825247525,0.907022472,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
LR,RF,93,0.945049505,0.950102145,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,93,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,94,0.99009901,0.947829418,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,94,0.895049505,0.93421859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,94,0.795049505,0.91386619,0.954954955,0.961538462,0.99009901,0.975609756,0.695056138,0.935152975,5
LR,RF,94,0.99009901,0.961440245,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,94,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,95,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,95,0.895049505,0.93421859,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,DT,95,0.835148515,0.91386619,0.945945946,0.97029703,0.97029703,0.97029703,0.67029703,0.886540005,6
LR,RF,95,0.99009901,0.959167518,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,95,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,96,0.99009901,0.947829418,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,96,0.89009901,0.936491318,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,DT,96,0.83019802,0.916113381,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
LR,RF,96,0.99009901,0.954622063,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,XGB,96,0.895049505,0.9546476,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,97,0.99009901,0.947829418,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,97,0.89009901,0.936491318,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,DT,97,0.87029703,0.918437181,0.927927928,0.979381443,0.940594059,0.95959596,0.638691338,0.809116047,8
LR,RF,97,0.995049505,0.956894791,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,97,0.895049505,0.952374872,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,98,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,98,0.89009901,0.93421859,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,DT,98,0.825247525,0.911593463,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
LR,RF,98,0.945049505,0.945556691,0.981981982,0.99009901,0.99009901,0.99009901,0.89009901,0.962180002,2
LR,XGB,98,0.895049505,0.956920327,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
LR,SVM,99,0.99009901,0.950076609,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
LR,LR,99,0.89009901,0.936491318,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
LR,DT,99,0.83019802,0.922854954,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
LR,RF,99,0.995049505,0.9546476,0.990990991,1,0.99009901,0.995024876,0.948730736,0.971189011,1
LR,XGB,99,0.895049505,0.959193054,0.972972973,0.980392157,0.99009901,0.985221675,0.828744891,0.953170993,3
DT,SVM,20,0.74009901,0.927425945,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
DT,LR,20,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,20,0.825247525,0.934167518,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
DT,RF,20,0.94009901,0.961440245,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
DT,XGB,20,0.89009901,0.963712972,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,21,0.74009901,0.929698672,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
DT,LR,21,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,21,0.825247525,0.943258427,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
DT,RF,21,0.89009901,0.956920327,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,21,0.785148515,0.970531154,0.936936937,0.960784314,0.97029703,0.965517241,0.598191801,0.877530996,7
DT,SVM,22,0.69009901,0.931971399,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,22,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,22,0.825247525,0.947803882,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
DT,RF,22,0.84009901,0.956894791,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
DT,XGB,22,0.885148515,0.963738509,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
DT,SVM,23,0.74009901,0.927425945,0.936936937,0.951923077,0.98019802,0.965853659,0.565607764,0.897332977,7
DT,LR,23,0.64009901,0.909269663,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,23,0.875247525,0.936440245,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
DT,RF,23,0.99009901,0.956920327,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
DT,XGB,23,0.89009901,0.968258427,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,24,0.69009901,0.927425945,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,24,0.64009901,0.909269663,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,24,0.875247525,0.938712972,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
DT,RF,24,0.89009901,0.961440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,24,0.83019802,0.963712972,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
DT,SVM,25,0.69009901,0.931971399,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,25,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,25,0.87029703,0.943283963,0.927927928,0.979381443,0.940594059,0.95959596,0.638691338,0.809116047,8
DT,RF,25,0.94009901,0.954622063,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
DT,XGB,25,0.885148515,0.966011236,0.954954955,0.98,0.97029703,0.975124378,0.738112512,0.895549014,5
DT,SVM,26,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,26,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,26,0.875247525,0.947829418,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
DT,RF,26,0.94009901,0.959167518,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
DT,XGB,26,0.89009901,0.9659857,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,27,0.69009901,0.927451481,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,27,0.64009901,0.909269663,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,27,0.87029703,0.9409857,0.927927928,0.979381443,0.940594059,0.95959596,0.638691338,0.809116047,8
DT,RF,27,0.94009901,0.9659857,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
DT,XGB,27,0.79009901,0.9659857,0.945945946,0.961165049,0.98019802,0.970588235,0.642352359,0.906341986,6
DT,SVM,28,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,28,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,28,0.82029703,0.9296476,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
DT,RF,28,0.89009901,0.959167518,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,28,0.94009901,0.963712972,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
DT,SVM,29,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,29,0.64009901,0.909269663,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,29,0.87029703,0.9296476,0.927927928,0.979381443,0.940594059,0.95959596,0.638691338,0.809116047,8
DT,RF,29,0.89009901,0.954622063,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,29,0.89009901,0.968258427,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,30,0.69009901,0.927425945,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,30,0.64009901,0.913815117,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,30,0.87029703,0.943258427,0.927927928,0.979381443,0.940594059,0.95959596,0.638691338,0.809116047,8
DT,RF,30,0.94009901,0.961440245,0.972972973,0.99,0.98019802,0.985074627,0.843421624,0.933369013,3
DT,XGB,30,0.89009901,0.9659857,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,31,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,31,0.64009901,0.916087845,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,31,0.825247525,0.945582227,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
DT,RF,31,0.89009901,0.959193054,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,31,0.89009901,0.970531154,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,32,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,32,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,32,0.83019802,0.941011236,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
DT,RF,32,0.84009901,0.952349336,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
DT,XGB,32,0.89009901,0.972803882,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,33,0.69009901,0.925153218,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,33,0.64009901,0.909269663,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,33,0.825247525,0.927425945,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
DT,RF,33,0.99009901,0.952349336,0.981981982,1,0.98019802,0.99,0.90378741,0.942378022,2
DT,XGB,33,0.89009901,0.9659857,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,34,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,34,0.64009901,0.91154239,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,34,0.82029703,0.931920327,0.918918919,0.969387755,0.940594059,0.954773869,0.570372896,0.800107038,9
DT,RF,34,0.84009901,0.961440245,0.954954955,0.970588235,0.98019802,0.975369458,0.713468346,0.915350995,5
DT,XGB,34,0.89009901,0.9659857,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,35,0.69009901,0.927425945,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,35,0.64009901,0.913815117,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,35,0.83019802,0.934167518,0.936936937,0.97,0.96039604,0.965174129,0.632803401,0.857729016,7
DT,RF,35,0.89009901,0.961440245,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,35,0.89009901,0.970531154,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,36,0.69009901,0.927425945,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,36,0.64009901,0.916087845,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,36,0.825247525,0.931894791,0.927927928,0.96969697,0.95049505,0.96,0.599786191,0.828918027,8
DT,RF,36,0.89009901,0.954622063,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,XGB,36,0.89009901,0.968258427,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
DT,SVM,37,0.69009901,0.929698672,0.927927928,0.942857143,0.98019802,0.961165049,0.481393545,0.888323968,8
DT,LR,37,0.64009901,0.906996936,0.918918919,0.933962264,0.98019802,0.956521739,0.386801201,0.879314959,9
DT,DT,37,0.875247525,0.931945863,0.936936937,0.979591837,0.95049505,0.964824121,0.66822667,0.837927036,7
DT,RF,37,0.89009901,0.959167518,0.963963964,0.98019802,0.98019802,0.98019802,0.78019802,0.924360004,4
